name,value,units,def_num,raw_value
timestamp,2022-05-04T13:46:20+00:00,,253,1020606380
position_lat,38.795803533867,deg,0,462851965
position_long,-77.0456446800381,deg,1,-919190345
distance,0.08111,km,5,8111
enhanced_altitude,-4.600000000000023,m,78,-4.600000000000023
altitude,-4.600000000000023,m,2,2477
enhanced_speed,11.1312,km/h,73,3.092
speed,11.1312,km/h,6,3092
unknown_87,,,87,
unknown_88,100,,88,100
heart_rate,130,bpm,3,130
cadence,89,rpm,4,89
temperature,26,C,13,26
fractional_cadence,0.0,rpm,53,0
eE,687.3165893554688,c/hr,1,687.3165893554688
rE,18.543001174926758,runEco,2,18.543001174926758
pwr,,w,5,
tpRE,,runEco,9,
frnrRE,,runEco,10,
timestamp,2022-05-04T13:46:21+00:00,,253,1020606381
position_lat,38.795775873586535,deg,0,462851635
position_long,-77.04565490595996,deg,1,-919190467
distance,0.0843,km,5,8430
enhanced_altitude,-4.600000000000023,m,78,-4.600000000000023
altitude,-4.600000000000023,m,2,2477
enhanced_speed,11.196,km/h,73,3.11
speed,11.196,km/h,6,3110
unknown_87,,,87,
unknown_88,100,,88,100
heart_rate,130,bpm,3,130
cadence,90,rpm,4,90
temperature,26,C,13,26
fractional_cadence,0.0,rpm,53,0
eE,687.3165893554688,c/hr,1,687.3165893554688
rE,18.543001174926758,runEco,2,18.543001174926758
pwr,,w,5,
tpRE,,runEco,9,
frnrRE,,runEco,10,
timestamp,2022-05-04T13:46:22+00:00,,253,1020606382
position_lat,38.79574787802994,deg,0,462851301
position_long,-77.04566563479602,deg,1,-919190595
distance,0.08755,km,5,8755
enhanced_altitude,-4.600000000000023,m,78,-4.600000000000023
altitude,-4.600000000000023,m,2,2477
enhanced_speed,11.2968,km/h,73,3.138
speed,11.2968,km/h,6,3138
unknown_87,,,87,
unknown_88,100,,88,100
heart_rate,130,bpm,3,130
cadence,90,rpm,4,90
temperature,26,C,13,26
fractional_cadence,0.0,rpm,53,0
eE,687.3165893554688,c/hr,1,687.3165893554688
rE,18.543001174926758,runEco,2,18.543001174926758
pwr,,w,5,
tpRE,,runEco,9,
frnrRE,,runEco,10,
timestamp,2022-05-04T13:46:23+00:00,,253,1020606383
position_lat,38.795719631016254,deg,0,462850964
position_long,-77.04567627981305,deg,1,-919190722
distance,0.09083,km,5,9083
enhanced_altitude,-4.600000000000023,m,78,-4.600000000000023
altitude,-4.600000000000023,m,2,2477
enhanced_speed,11.3328,km/h,73,3.148
speed,11.3328,km/h,6,3148
unknown_87,,,87,
unknown_88,100,,88,100
heart_rate,131,bpm,3,131
cadence,90,rpm,4,90
temperature,25,C,13,25
fractional_cadence,0.0,rpm,53,0
eE,687.3165893554688,c/hr,1,687.3165893554688
rE,18.543001174926758,runEco,2,18.543001174926758
pwr,,w,5,
tpRE,,runEco,9,
frnrRE,,runEco,10,
timestamp,2022-05-04T13:46:24+00:00,,253,1020606384
position_lat,38.79569205455482,deg,0,462850635
position_long,-77.04568977467716,deg,1,-919190883
distance,0.09411,km,5,9411
enhanced_altitude,-4.600000000000023,m,78,-4.600000000000023
altitude,-4.600000000000023,m,2,2477
enhanced_speed,11.3328,km/h,73,3.148
speed,11.3328,km/h,6,3148
unknown_87,,,87,
unknown_88,100,,88,100
heart_rate,132,bpm,3,132
cadence,89,rpm,4,89
temperature,25,C,13,25
fractional_cadence,0.0,rpm,53,0
eE,711.2814331054688,c/hr,1,711.2814331054688
rE,18.543001174926758,runEco,2,18.543001174926758
pwr,,w,5,
tpRE,,runEco,9,
frnrRE,,runEco,10,
timestamp,2022-05-04T13:46:25+00:00,,253,1020606385
position_lat,38.79566598683596,deg,0,462850324
position_long,-77.04570561647415,deg,1,-919191072
distance,0.09731000000000001,km,5,9731
enhanced_altitude,-4.800000000000011,m,78,-4.800000000000011
altitude,-4.800000000000011,m,2,2476
enhanced_speed,11.3652,km/h,73,3.157
speed,11.3652,km/h,6,3157
unknown_87,,,87,
unknown_88,100,,88,100
heart_rate,131,bpm,3,131
cadence,89,rpm,4,89
temperature,25,C,13,25
fractional_cadence,0.0,rpm,53,0
eE,711.2814331054688,c/hr,1,711.2814331054688
rE,18.543001174926758,runEco,2,18.543001174926758
pwr,,w,5,
tpRE,,runEco,9,
frnrRE,,runEco,10,
timestamp,2022-05-04T13:46:26+00:00,,253,1020606386
position_lat,38.795639080926776,deg,0,462850003
position_long,-77.0457170996815,deg,1,-919191209
distance,0.10045,km,5,10045
enhanced_altitude,-4.800000000000011,m,78,-4.800000000000011
altitude,-4.800000000000011,m,2,2476
enhanced_speed,11.3652,km/h,73,3.157
speed,11.3652,km/h,6,3157
unknown_87,,,87,
unknown_88,100,,88,100
heart_rate,131,bpm,3,131
cadence,89,rpm,4,89
temperature,25,C,13,25
fractional_cadence,0.0,rpm,53,0
eE,711.2814331054688,c/hr,1,711.2814331054688
rE,18.543001174926758,runEco,2,18.543001174926758
pwr,,w,5,
tpRE,,runEco,9,
frnrRE,,runEco,10,
timestamp,2022-05-04T13:46:27+00:00,,253,1020606387
position_lat,38.79561334848404,deg,0,462849696
position_long,-77.04572506248951,deg,1,-919191304
distance,0.10339,km,5,10339
enhanced_altitude,-4.800000000000011,m,78,-4.800000000000011
altitude,-4.800000000000011,m,2,2476
enhanced_speed,11.3976,km/h,73,3.166
speed,11.3976,km/h,6,3166
unknown_87,,,87,
unknown_88,100,,88,100
heart_rate,132,bpm,3,132
cadence,89,rpm,4,89
temperature,25,C,13,25
fractional_cadence,0.0,rpm,53,0
eE,711.2814331054688,c/hr,1,711.2814331054688
rE,18.543001174926758,runEco,2,18.543001174926758
pwr,,w,5,
tpRE,,runEco,9,
frnrRE,,runEco,10,
timestamp,2022-05-04T13:46:28+00:00,,253,1020606388
position_lat,38.795585772022605,deg,0,462849367
position_long,-77.04573092982173,deg,1,-919191374
distance,0.10648,km,5,10648
enhanced_altitude,-4.800000000000011,m,78,-4.800000000000011
altitude,-4.800000000000011,m,2,2476
enhanced_speed,11.3976,km/h,73,3.166
speed,11.3976,km/h,6,3166
unknown_87,,,87,
unknown_88,100,,88,100
heart_rate,131,bpm,3,131
cadence,89,rpm,4,89
temperature,25,C,13,25
fractional_cadence,0.0,rpm,53,0
eE,711.2814331054688,c/hr,1,711.2814331054688
rE,120.5276107788086,runEco,2,120.5276107788086
pwr,,w,5,
tpRE,,runEco,9,
frnrRE,,runEco,10,
timestamp,2022-05-04T13:46:29+00:00,,253,1020606389
position_lat,38.7955532502383,deg,0,462848979
position_long,-77.04573637805879,deg,1,-919191439
distance,0.11012000000000001,km,5,11012
enhanced_altitude,-4.800000000000011,m,78,-4.800000000000011
altitude,-4.800000000000011,m,2,2476
enhanced_speed,11.3976,km/h,73,3.166
speed,11.3976,km/h,6,3166
unknown_87,,,87,
unknown_88,100,,88,100
heart_rate,132,bpm,3,132
cadence,89,rpm,4,89
temperature,25,C,13,25
fractional_cadence,0.0,rpm,53,0
eE,731.5200805664062,c/hr,1,731.5200805664062
rE,120.5276107788086,runEco,2,120.5276107788086
pwr,,w,5,
tpRE,,runEco,9,
frnrRE,,runEco,10,
timestamp,2022-05-04T13:46:30+00:00,,253,1020606390
position_lat,38.79552382975817,deg,0,462848628
position_long,-77.04574082046747,deg,1,-919191492
distance,0.11341,km,5,11341
enhanced_altitude,-4.800000000000011,m,78,-4.800000000000011
altitude,-4.800000000000011,m,2,2476
enhanced_speed,11.3976,km/h,73,3.166
speed,11.3976,km/h,6,3166
unknown_87,,,87,
unknown_88,100,,88,100
heart_rate,132,bpm,3,132
cadence,89,rpm,4,89
temperature,25,C,13,25
fractional_cadence,0.0,rpm,53,0
eE,731.5200805664062,c/hr,1,731.5200805664062
rE,120.5276107788086,runEco,2,120.5276107788086
pwr,,w,5,
tpRE,,runEco,9,
frnrRE,,runEco,10,
timestamp,2022-05-04T13:46:31+00:00,,253,1020606391
position_lat,38.79549499601126,deg,0,462848284
position_long,-77.04574903473258,deg,1,-919191590
distance,0.11668,km,5,11668
enhanced_altitude,-4.600000000000023,m,78,-4.600000000000023
altitude,-4.600000000000023,m,2,2477
enhanced_speed,11.3976,km/h,73,3.166
speed,11.3976,km/h,6,3166
unknown_87,,,87,
unknown_88,100,,88,100
heart_rate,131,bpm,3,131
cadence,89,rpm,4,89
temperature,25,C,13,25
fractional_cadence,0.0,rpm,53,0
eE,731.5200805664062,c/hr,1,731.5200805664062
rE,120.5276107788086,runEco,2,120.5276107788086
pwr,,w,5,
tpRE,,runEco,9,
frnrRE,,runEco,10,
timestamp,2022-05-04T13:46:32+00:00,,253,1020606392
position_lat,38.79545057192445,deg,0,462847754
position_long,-77.0457445923239,deg,1,-919191537
distance,0.12161,km,5,12161
enhanced_altitude,-4.600000000000023,m,78,-4.600000000000023
altitude,-4.600000000000023,m,2,2477
enhanced_speed,11.3976,km/h,73,3.166
speed,11.3976,km/h,6,3166
unknown_87,,,87,
unknown_88,100,,88,100
heart_rate,132,bpm,3,132
cadence,90,rpm,4,90
temperature,25,C,13,25
fractional_cadence,0.0,rpm,53,0
eE,731.5200805664062,c/hr,1,731.5200805664062
rE,120.5276107788086,runEco,2,120.5276107788086
pwr,,w,5,
tpRE,,runEco,9,
frnrRE,,runEco,10,
timestamp,2022-05-04T13:46:33+00:00,,253,1020606393
position_lat,38.795414697378874,deg,0,462847326
position_long,-77.04573252238333,deg,1,-919191393
distance,0.12562,km,5,12562
enhanced_altitude,-4.600000000000023,m,78,-4.600000000000023
altitude,-4.600000000000023,m,2,2477
enhanced_speed,11.4552,km/h,73,3.182
speed,11.4552,km/h,6,3182
unknown_87,,,87,
unknown_88,100,,88,100
heart_rate,130,bpm,3,130
cadence,90,rpm,4,90
temperature,25,C,13,25
fractional_cadence,0.0,rpm,53,0
eE,731.5200805664062,c/hr,1,731.5200805664062
rE,120.5276107788086,runEco,2,120.5276107788086
pwr,,w,5,
tpRE,,runEco,9,
frnrRE,,runEco,10,
timestamp,2022-05-04T13:46:34+00:00,,253,1020606394
position_lat,38.7953735422343,deg,0,462846835
position_long,-77.04573252238333,deg,1,-919191393
distance,0.13016,km,5,13016
enhanced_altitude,-4.600000000000023,m,78,-4.600000000000023
altitude,-4.600000000000023,m,2,2477
enhanced_speed,11.4552,km/h,73,3.182
speed,11.4552,km/h,6,3182
unknown_87,,,87,
unknown_88,100,,88,100
heart_rate,131,bpm,3,131
cadence,90,rpm,4,90
temperature,25,C,13,25
fractional_cadence,0.0,rpm,53,0
eE,736.8997192382812,c/hr,1,736.8997192382812
rE,120.5276107788086,runEco,2,120.5276107788086
pwr,,w,5,
tpRE,,runEco,9,
frnrRE,,runEco,10,
timestamp,2022-05-04T13:46:35+00:00,,253,1020606395
position_lat,38.79534353502095,deg,0,462846477
position_long,-77.04572858288884,deg,1,-919191346
distance,0.13348,km,5,13348
enhanced_altitude,-4.600000000000023,m,78,-4.600000000000023
altitude,-4.600000000000023,m,2,2477
enhanced_speed,11.4552,km/h,73,3.182
speed,11.4552,km/h,6,3182
unknown_87,,,87,
unknown_88,100,,88,100
heart_rate,131,bpm,3,131
cadence,90,rpm,4,90
temperature,25,C,13,25
fractional_cadence,0.0,rpm,53,0
eE,736.8997192382812,c/hr,1,736.8997192382812
rE,120.5276107788086,runEco,2,120.5276107788086
pwr,,w,5,
tpRE,,runEco,9,
frnrRE,,runEco,10,
timestamp,2022-05-04T13:46:36+00:00,,253,1020606396
position_lat,38.79531084559858,deg,0,462846087
position_long,-77.04572824761271,deg,1,-919191342
distance,0.13708,km,5,13708
enhanced_altitude,-4.800000000000011,m,78,-4.800000000000011
altitude,-4.800000000000011,m,2,2476
enhanced_speed,11.5236,km/h,73,3.201
speed,11.5236,km/h,6,3201
unknown_87,,,87,
unknown_88,100,,88,100
heart_rate,133,bpm,3,133
cadence,90,rpm,4,90
temperature,25,C,13,25
fractional_cadence,0.0,rpm,53,0
eE,736.8997192382812,c/hr,1,736.8997192382812
rE,120.5276107788086,runEco,2,120.5276107788086
pwr,,w,5,
tpRE,,runEco,9,
frnrRE,,runEco,10,
timestamp,2022-05-04T13:46:37+00:00,,253,1020606397
position_lat,38.795278491452336,deg,0,462845701
position_long,-77.04573134891689,deg,1,-919191379
distance,0.14066,km,5,14066
enhanced_altitude,-5.0,m,78,-5.0
altitude,-5.0,m,2,2475
enhanced_speed,11.624400000000001,km/h,73,3.229
speed,11.624400000000001,km/h,6,3229
unknown_87,,,87,
unknown_88,100,,88,100
heart_rate,134,bpm,3,134
cadence,89,rpm,4,89
temperature,25,C,13,25
fractional_cadence,0.0,rpm,53,0
eE,736.8997192382812,c/hr,1,736.8997192382812
rE,120.5276107788086,runEco,2,120.5276107788086
pwr,,w,5,
tpRE,,runEco,9,
frnrRE,,runEco,10,
timestamp,2022-05-04T13:46:38+00:00,,253,1020606398
position_lat,38.79524697549641,deg,0,462845325
position_long,-77.04572908580303,deg,1,-919191352
distance,0.14415,km,5,14415
enhanced_altitude,-5.0,m,78,-5.0
altitude,-5.0,m,2,2475
enhanced_speed,11.7576,km/h,73,3.266
speed,11.7576,km/h,6,3266
unknown_87,,,87,
unknown_88,100,,88,100
heart_rate,134,bpm,3,134
cadence,89,rpm,4,89
temperature,25,C,13,25
fractional_cadence,0.0,rpm,53,0
eE,736.8997192382812,c/hr,1,736.8997192382812
rE,120.5276107788086,runEco,2,120.5276107788086
pwr,,w,5,
tpRE,,runEco,9,
frnrRE,,runEco,10,
timestamp,2022-05-04T13:46:39+00:00,,253,1020606399
position_lat,38.79521721974015,deg,0,462844970
position_long,-77.04573394730687,deg,1,-919191410
distance,0.14748,km,5,14748
enhanced_altitude,-5.199999999999989,m,78,-5.199999999999989
altitude,-5.199999999999989,m,2,2474
enhanced_speed,11.7576,km/h,73,3.266
speed,11.7576,km/h,6,3266
unknown_87,,,87,
unknown_88,100,,88,100
heart_rate,135,bpm,3,135
cadence,89,rpm,4,89
temperature,25,C,13,25
fractional_cadence,0.0,rpm,53,0
eE,754.7113037109375,c/hr,1,754.7113037109375
rE,120.5276107788086,runEco,2,120.5276107788086
pwr,,w,5,
tpRE,,runEco,9,
frnrRE,,runEco,10,
timestamp,2022-05-04T13:46:40+00:00,,253,1020606400
position_lat,38.795189475640655,deg,0,462844639
position_long,-77.04573973082006,deg,1,-919191479
distance,0.15059999999999998,km,5,15060
enhanced_altitude,-5.199999999999989,m,78,-5.199999999999989
altitude,-5.199999999999989,m,2,2474
enhanced_speed,11.79,km/h,73,3.275
speed,11.79,km/h,6,3275
unknown_87,,,87,
unknown_88,100,,88,100
heart_rate,135,bpm,3,135
cadence,91,rpm,4,91
temperature,25,C,13,25
fractional_cadence,0.0,rpm,53,0
eE,754.7113037109375,c/hr,1,754.7113037109375
rE,120.5276107788086,runEco,2,120.5276107788086
pwr,,w,5,
tpRE,,runEco,9,
frnrRE,,runEco,10,
timestamp,2022-05-04T13:46:41+00:00,,253,1020606401
position_lat,38.795160725712776,deg,0,462844296
position_long,-77.04574551433325,deg,1,-919191548
distance,0.15381999999999998,km,5,15382
enhanced_altitude,-5.199999999999989,m,78,-5.199999999999989
altitude,-5.199999999999989,m,2,2474
enhanced_speed,11.826,km/h,73,3.285
speed,11.826,km/h,6,3285
unknown_87,,,87,
unknown_88,100,,88,100
heart_rate,135,bpm,3,135
cadence,91,rpm,4,91
temperature,25,C,13,25
fractional_cadence,0.0,rpm,53,0
eE,754.7113037109375,c/hr,1,754.7113037109375
rE,120.5276107788086,runEco,2,120.5276107788086
pwr,,w,5,
tpRE,,runEco,9,
frnrRE,,runEco,10,
timestamp,2022-05-04T13:46:42+00:00,,253,1020606402
position_lat,38.79513608291745,deg,0,462844002
position_long,-77.04575448296964,deg,1,-919191655
distance,0.15666,km,5,15666
enhanced_altitude,-5.199999999999989,m,78,-5.199999999999989
altitude,-5.199999999999989,m,2,2474
enhanced_speed,11.826,km/h,73,3.285
speed,11.826,km/h,6,3285
unknown_87,,,87,
unknown_88,100,,88,100
heart_rate,135,bpm,3,135
cadence,91,rpm,4,91
temperature,25,C,13,25
fractional_cadence,0.0,rpm,53,0
eE,754.7113037109375,c/hr,1,754.7113037109375
rE,120.5276107788086,runEco,2,120.5276107788086
pwr,,w,5,
tpRE,,runEco,9,
frnrRE,,runEco,10,
timestamp,2022-05-04T13:46:43+00:00,,253,1020606403
position_lat,38.795107835903764,deg,0,462843665
position_long,-77.04576118849218,deg,1,-919191735
distance,0.15985,km,5,15985
enhanced_altitude,-5.199999999999989,m,78,-5.199999999999989
altitude,-5.199999999999989,m,2,2474
enhanced_speed,11.826,km/h,73,3.285
speed,11.826,km/h,6,3285
unknown_87,,,87,
unknown_88,100,,88,100
heart_rate,134,bpm,3,134
cadence,91,rpm,4,91
temperature,25,C,13,25
fractional_cadence,0.0,rpm,53,0
eE,754.7113037109375,c/hr,1,754.7113037109375
rE,120.5276107788086,runEco,2,120.5276107788086
pwr,,w,5,
tpRE,,runEco,9,
frnrRE,,runEco,10,
timestamp,2022-05-04T13:46:44+00:00,,253,1020606404
position_lat,38.795080510899425,deg,0,462843339
position_long,-77.04576755873859,deg,1,-919191811
distance,0.16293000000000002,km,5,16293
enhanced_altitude,-5.199999999999989,m,78,-5.199999999999989
altitude,-5.199999999999989,m,2,2474
enhanced_speed,11.826,km/h,73,3.285
speed,11.826,km/h,6,3285
unknown_87,,,87,
unknown_88,100,,88,100
heart_rate,135,bpm,3,135
cadence,90,rpm,4,90
temperature,25,C,13,25
fractional_cadence,0.0,rpm,53,0
eE,770.2496337890625,c/hr,1,770.2496337890625
rE,120.5276107788086,runEco,2,120.5276107788086
pwr,,w,5,
tpRE,,runEco,9,
frnrRE,,runEco,10,
timestamp,2022-05-04T13:46:45+00:00,,253,1020606405
position_lat,38.79505293443799,deg,0,462843010
position_long,-77.04577686265111,deg,1,-919191922
distance,0.1661,km,5,16610
enhanced_altitude,-5.199999999999989,m,78,-5.199999999999989
altitude,-5.199999999999989,m,2,2474
enhanced_speed,11.826,km/h,73,3.285
speed,11.826,km/h,6,3285
unknown_87,,,87,
unknown_88,300,,88,300
heart_rate,131,bpm,3,131
cadence,90,rpm,4,90
temperature,25,C,13,25
fractional_cadence,0.0,rpm,53,0
eE,770.2496337890625,c/hr,1,770.2496337890625
rE,120.5276107788086,runEco,2,120.5276107788086
pwr,,w,5,
tpRE,,runEco,9,
frnrRE,,runEco,10,
timestamp,2022-05-04T13:46:46+00:00,,253,1020606406
position_lat,38.79502217285335,deg,0,462842643
position_long,-77.04578071832657,deg,1,-919191968
distance,0.16953000000000001,km,5,16953
enhanced_altitude,-5.199999999999989,m,78,-5.199999999999989
altitude,-5.199999999999989,m,2,2474
enhanced_speed,11.725200000000001,km/h,73,3.257
speed,11.725200000000001,km/h,6,3257
unknown_87,,,87,
unknown_88,100,,88,100
heart_rate,131,bpm,3,131
cadence,90,rpm,4,90
temperature,25,C,13,25
fractional_cadence,0.0,rpm,53,0
eE,770.2496337890625,c/hr,1,770.2496337890625
rE,120.5276107788086,runEco,2,120.5276107788086
pwr,,w,5,
tpRE,,runEco,9,
frnrRE,,runEco,10,
timestamp,2022-05-04T13:46:47+00:00,,253,1020606407
position_lat,38.794990153983235,deg,0,462842261
position_long,-77.04578549601138,deg,1,-919192025
distance,0.1731,km,5,17310
enhanced_altitude,-5.199999999999989,m,78,-5.199999999999989
altitude,-5.199999999999989,m,2,2474
enhanced_speed,11.725200000000001,km/h,73,3.257
speed,11.725200000000001,km/h,6,3257
unknown_87,,,87,
unknown_88,100,,88,100
heart_rate,131,bpm,3,131
cadence,90,rpm,4,90
temperature,25,C,13,25
fractional_cadence,0.0,rpm,53,0
eE,770.2496337890625,c/hr,1,770.2496337890625
rE,120.5276107788086,runEco,2,120.5276107788086
pwr,,w,5,
tpRE,,runEco,9,
frnrRE,,runEco,10,
timestamp,2022-05-04T13:46:48+00:00,,253,1020606408
position_lat,38.79496064968407,deg,0,462841909
position_long,-77.0457932073623,deg,1,-919192117
distance,0.17645,km,5,17645
enhanced_altitude,-4.800000000000011,m,78,-4.800000000000011
altitude,-4.800000000000011,m,2,2476
enhanced_speed,11.725200000000001,km/h,73,3.257
speed,11.725200000000001,km/h,6,3257
unknown_87,,,87,
unknown_88,100,,88,100
heart_rate,130,bpm,3,130
cadence,90,rpm,4,90
temperature,25,C,13,25
fractional_cadence,0.0,rpm,53,0
eE,770.2496337890625,c/hr,1,770.2496337890625
rE,139.8186492919922,runEco,2,139.8186492919922
pwr,,w,5,
tpRE,,runEco,9,
frnrRE,,runEco,10,
timestamp,2022-05-04T13:46:49+00:00,,253,1020606409
position_lat,38.79492896609008,deg,0,462841531
position_long,-77.04579915851355,deg,1,-919192188
distance,0.18,km,5,18000
enhanced_altitude,-5.0,m,78,-5.0
altitude,-5.0,m,2,2475
enhanced_speed,11.725200000000001,km/h,73,3.257
speed,11.725200000000001,km/h,6,3257
unknown_87,,,87,
unknown_88,100,,88,100
heart_rate,130,bpm,3,130
cadence,90,rpm,4,90
temperature,25,C,13,25
fractional_cadence,0.0,rpm,53,0
eE,732.864990234375,c/hr,1,732.864990234375
rE,139.8186492919922,runEco,2,139.8186492919922
pwr,,w,5,
tpRE,,runEco,9,
frnrRE,,runEco,10,
timestamp,2022-05-04T13:46:50+00:00,,253,1020606410
position_lat,38.794897282496095,deg,0,462841153
position_long,-77.04578348435462,deg,1,-919192001
distance,0.18355000000000002,km,5,18355
enhanced_altitude,-4.800000000000011,m,78,-4.800000000000011
altitude,-4.800000000000011,m,2,2476
enhanced_speed,11.826,km/h,73,3.285
speed,11.826,km/h,6,3285
unknown_87,,,87,
unknown_88,100,,88,100
heart_rate,131,bpm,3,131
cadence,90,rpm,4,90
temperature,25,C,13,25
fractional_cadence,0.0,rpm,53,0
eE,732.864990234375,c/hr,1,732.864990234375
rE,139.8186492919922,runEco,2,139.8186492919922
pwr,,w,5,
tpRE,,runEco,9,
frnrRE,,runEco,10,
timestamp,2022-05-04T13:46:51+00:00,,253,1020606411
position_lat,38.79486886784434,deg,0,462840814
position_long,-77.0457874238491,deg,1,-919192048
distance,0.18671000000000001,km,5,18671
enhanced_altitude,-5.199999999999989,m,78,-5.199999999999989
altitude,-5.199999999999989,m,2,2474
enhanced_speed,11.8908,km/h,73,3.303
speed,11.8908,km/h,6,3303
unknown_87,,,87,
unknown_88,100,,88,100
heart_rate,131,bpm,3,131
cadence,91,rpm,4,91
temperature,25,C,13,25
fractional_cadence,0.0,rpm,53,0
eE,732.864990234375,c/hr,1,732.864990234375
rE,139.8186492919922,runEco,2,139.8186492919922
pwr,,w,5,
tpRE,,runEco,9,
frnrRE,,runEco,10,
timestamp,2022-05-04T13:46:52+00:00,,253,1020606412
position_lat,38.794839698821306,deg,0,462840466
position_long,-77.04579228535295,deg,1,-919192106
distance,0.18997,km,5,18997
enhanced_altitude,-5.399999999999977,m,78,-5.399999999999977
altitude,-5.399999999999977,m,2,2473
enhanced_speed,11.9268,km/h,73,3.313
speed,11.9268,km/h,6,3313
unknown_87,,,87,
unknown_88,100,,88,100
heart_rate,130,bpm,3,130
cadence,91,rpm,4,91
temperature,25,C,13,25
fractional_cadence,0.0,rpm,53,0
eE,732.864990234375,c/hr,1,732.864990234375
rE,139.8186492919922,runEco,2,139.8186492919922
pwr,,w,5,
tpRE,,runEco,9,
frnrRE,,runEco,10,
timestamp,2022-05-04T13:46:53+00:00,,253,1020606413
position_lat,38.79480960778892,deg,0,462840107
position_long,-77.0457961410284,deg,1,-919192152
distance,0.19333,km,5,19333
enhanced_altitude,-5.600000000000023,m,78,-5.600000000000023
altitude,-5.600000000000023,m,2,2472
enhanced_speed,12.027600000000001,km/h,73,3.341
speed,12.027600000000001,km/h,6,3341
unknown_87,,,87,
unknown_88,100,,88,100
heart_rate,131,bpm,3,131
cadence,91,rpm,4,91
temperature,25,C,13,25
fractional_cadence,0.0,rpm,53,0
eE,732.864990234375,c/hr,1,732.864990234375
rE,139.8186492919922,runEco,2,139.8186492919922
pwr,,w,5,
tpRE,,runEco,9,
frnrRE,,runEco,10,
